s	width	allele counts	se_f	f	n	f_per_kb
-0.1	13.47219358530748	1.3541419226309606	0	0	25	0
-0.1	13.47219358530748	1.6574495035272516	0	0	25	0
-0.1	13.47219358530748	2.0286934558567684	3.5413364708821438	59.5884	25	5.95884e-4
-0.1	13.47219358530748	2.4830905129101035	0	0	25	0
-0.1	13.47219358530748	3.0392657291341303	2.3939798105525734	31.3932	25	3.13932e-4
-0.1	13.47219358530748	3.720015893203823	1.8136136119177462	18.6512	25	1.86512e-4
-0.1	13.47219358530748	4.5532439342286635	0.9946434872187456	10.8964	25	1.08964e-4
-0.1	13.47219358530748	5.573102621003827	0.9089266563736957	7.3032	25	7.3032e-5
-0.1	13.47219358530748	6.821394432824586	0.6517982816792324	4.6692	25	4.6692e-5
-0.1	13.47219358530748	8.349284980470902	0.5110155738005122	2.8266	25	2.8266e-5
-0.1	13.47219358530748	10.21940020792074	0.37804122350170577	1.5412	25	1.5412e-5
-0.1	13.47219358530748	12.508393335947712	0.2577552133323398	0.9024	25	9.024e-6
-0.1	13.47219358530748	15.310086762774377	0.18566317571024904	0.5101333333333333	25	5.101333333333333e-6
-0.1	13.47219358530748	18.739317703580973	0.10894981642940019	0.24180000000000001	25	2.418e-6
-0.1	13.47219358530748	22.936645195870106	0.0609289203361862	0.09079999999999996	25	9.079999999999996e-7
-0.1	13.47219358530748	28.074111403783828	0.022841442193554277	0.025599999999999998	25	2.56e-7
-0.1	13.47219358530748	34.362293368603815	0.013418435891291783	0.006685714285714285	25	6.685714285714285e-8
-0.1	13.47219358530748	42.058934246120046	0.00859990310022929	0.0025	25	2.5000000000000002e-8
-0.1	13.47219358530748	51.479507812354285	0.003996665276619164	8.400000000000001e-4	25	8.4e-9
-0.1	13.47219358530748	63.0101492608963	4.615384615384616e-4	9.230769230769232e-5	25	9.230769230769232e-10
-0.1	13.47219358530748	77.12348230585881	0	0	25	0
-0.1	13.47219358530748	94.39799131968466	0	0	25	0
-0.1	13.47219358530748	115.54173254070393	0	0	25	0
-0.1	13.47219358530748	141.4213562373095	0	0	25	0
-0.1	13.47219358530748	173.0976294037676	0	0	25	0
-0.1	13.47219358530748	211.86891500973533	0	0	25	0
-0.1	13.47219358530748	259.3243899527689	0	0	25	0
-0.1	13.47219358530748	317.409183037944	0	0	25	0
-0.1	13.47219358530748	388.50410289276914	0	0	25	0
-0.1	13.47219358530748	475.5232237451433	0	0	25	0
-0.1	13.47219358530748	582.0333289591675	0	0	25	0
-0.1	13.47219358530748	712.4001081403561	0	0	25	0
-0.1	13.47219358530748	871.9671002105022	0	0	25	0
-0.1	13.47219358530748	1067.2747170607029	0	0	25	0
-0.1	13.47219358530748	1306.3283252338515	0	0	25	0
-0.1	13.47219358530748	1598.9263739030541	0	0	25	0
-0.1	13.47219358530748	1957.062018620097	0	0	25	0
-0.1	13.47219358530748	2395.4147027895547	0	0	25	0
-0.1	13.47219358530748	2931.9518460565623	0	0	25	0
-0.1	13.47219358530748	3588.6653019135715	0	0	25	0
-0.1	13.47219358530748	4392.472770819839	0	0	25	0
-0.1	13.47219358530748	5376.321116406638	0	0	25	0
-0.1	13.47219358530748	6580.536808046029	0	0	25	0
-0.1	13.47219358530748	8054.478842400569	0	0	25	0
-0.1	13.47219358530748	9858.561894731161	0	0	25	0
-0.1	13.47219358530748	12066.732625903607	0	0	25	0
-0.1	13.47219358530748	14769.500645207127	0	0	25	0
-0.1	13.47219358530748	18077.64836360904	0	0	25	0
-0.1	14.696938456699067	1	0	0	25	0
-0.1	14.696938456699067	1.106338589938541	6.447794765137407	127.3236	25	0.001273236
-0.1	14.696938456699067	1.3541419226309606	0	0	25	0
-0.1	14.696938456699067	1.6574495035272516	0	0	25	0
-0.1	14.696938456699067	2.0286934558567684	3.6628041170665946	64.0356	25	6.40356e-4
-0.1	14.696938456699067	2.4830905129101035	0	0	25	0
-0.1	14.696938456699067	3.0392657291341303	2.257280812541201	32.424	25	3.2424e-4
-0.1	14.696938456699067	3.720015893203823	1.7867286680784333	18.8308	25	1.88308e-4
-0.1	14.696938456699067	4.5532439342286635	0.9424669755487457	10.6976	25	1.0697599999999999e-4
-0.1	14.696938456699067	5.573102621003827	0.8400630928686249	7.0432	25	7.043199999999999e-5
-0.1	14.696938456699067	6.821394432824586	0.5546043634880635	4.4212	25	4.4211999999999996e-5
-0.1	14.696938456699067	8.349284980470902	0.5189251712273488	2.666	25	2.666e-5
-0.1	14.696938456699067	10.21940020792074	0.3641940874497187	1.4096	25	1.4095999999999999e-5
-0.1	14.696938456699067	12.508393335947712	0.2438028575167513	0.7874	25	7.874e-6
-0.1	14.696938456699067	15.310086762774377	0.15061269928258106	0.4330666666666667	25	4.330666666666667e-6
-0.1	14.696938456699067	18.739317703580973	0.09559027147152581	0.1815	25	1.815e-6
-0.1	14.696938456699067	22.936645195870106	0.04302046024858402	0.06448	25	6.448e-7
-0.1	14.696938456699067	28.074111403783828	0.01923297708123751	0.01633333333333333	25	1.6333333333333331e-7
-0.1	14.696938456699067	34.362293368603815	0.013991007802146639	0.005714285714285716	25	5.714285714285716e-8
-0.1	14.696938456699067	42.058934246120046	0.006505206248331665	0.0015	25	1.5e-8
-0.1	14.696938456699067	51.479507812354285	8.164965809277261e-4	2e-4	25	2e-9
-0.1	14.696938456699067	63.0101492608963	0	0	25	0
-0.1	14.696938456699067	77.12348230585881	0	0	25	0
-0.1	14.696938456699067	94.39799131968466	0	0	25	0
-0.1	14.696938456699067	115.54173254070393	0	0	25	0
-0.1	14.696938456699067	141.4213562373095	0	0	25	0
-0.1	14.696938456699067	173.0976294037676	0	0	25	0
-0.1	14.696938456699067	211.86891500973533	0	0	25	0
-0.1	14.696938456699067	259.3243899527689	0	0	25	0
-0.1	14.696938456699067	317.409183037944	0	0	25	0
-0.1	14.696938456699067	388.50410289276914	0	0	25	0
-0.1	14.696938456699067	475.5232237451433	0	0	25	0
-0.1	14.696938456699067	582.0333289591675	0	0	25	0
-0.1	14.696938456699067	712.4001081403561	0	0	25	0
-0.1	14.696938456699067	871.9671002105022	0	0	25	0
-0.1	14.696938456699067	1067.2747170607029	0	0	25	0
-0.1	14.696938456699067	1306.3283252338515	0	0	25	0
-0.1	14.696938456699067	1598.9263739030541	0	0	25	0
-0.1	14.696938456699067	1957.062018620097	0	0	25	0
-0.1	14.696938456699067	2395.4147027895547	0	0	25	0
-0.1	14.696938456699067	2931.9518460565623	0	0	25	0
-0.1	14.696938456699067	3588.6653019135715	0	0	25	0
-0.1	14.696938456699067	4392.472770819839	0	0	25	0
-0.1	14.696938456699067	5376.321116406638	0	0	25	0
-0.1	14.696938456699067	6580.536808046029	0	0	25	0
-0.1	14.696938456699067	8054.478842400569	0	0	25	0
-0.1	14.696938456699067	9858.561894731161	0	0	25	0
-0.1	14.696938456699067	12066.732625903607	0	0	25	0
-0.1	14.696938456699067	14769.500645207127	0	0	25	0
-0.1	14.696938456699067	18077.64836360904	0	0	25	0
-0.1	15.921683328090657	1	0	0	25	0
-0.1	15.921683328090657	1.106338589938541	7.121015845135206	138.904	25	0.00138904
-0.1	15.921683328090657	1.3541419226309606	0	0	25	0
-0.1	15.921683328090657	1.6574495035272516	0	0	25	0
-0.1	15.921683328090657	2.0286934558567684	3.702897154031332	67.9816	25	6.79816e-4
-0.1	15.921683328090657	2.4830905129101035	0	0	25	0
-0.1	15.921683328090657	3.0392657291341303	2.234568787633682	33.1968	25	3.3196800000000003e-4
-0.1	15.921683328090657	3.720015893203823	1.6998114601331524	18.8344	25	1.8834399999999998e-4
-0.1	15.921683328090657	4.5532439342286635	0.942915337309418	10.4232	25	1.0423199999999999e-4
-0.1	15.921683328090657	5.573102621003827	0.9117278468197987	6.8368	25	6.836800000000001e-5
-0.1	15.921683328090657	6.821394432824586	0.5985153854886829	4.2096	25	4.2096000000000005e-5
-0.1	15.921683328090657	8.349284980470902	0.48818729329360194	2.4868	25	2.4868e-5
-0.1	15.921683328090657	10.21940020792074	0.33756949901711597	1.2586	25	1.2586e-5
-0.1	15.921683328090657	12.508393335947712	0.25260921730346	0.7098	25	7.0980000000000005e-6
-0.1	15.921683328090657	15.310086762774377	0.1427490675846827	0.34679999999999994	25	3.4679999999999997e-6
-0.1	15.921683328090657	18.739317703580973	0.07892203431235158	0.1414	25	1.4140000000000001e-6
-0.1	15.921683328090657	22.936645195870106	0.03704627736583888	0.04448	25	4.448e-7
-0.1	15.921683328090657	28.074111403783828	0.013252183607631246	0.010266666666666665	25	1.0266666666666665e-7
-0.1	15.921683328090657	34.362293368603815	0.011711672182319763	0.0038857142857142866	25	3.885714285714286e-8
-0.1	15.921683328090657	42.058934246120046	0.006232475431158954	0.0014	25	1.4e-8
-0.1	15.921683328090657	51.479507812354285	6.000000000000001e-4	1.2000000000000002e-4	25	1.2000000000000002e-9
-0.1	15.921683328090657	63.0101492608963	0	0	25	0
-0.1	15.921683328090657	77.12348230585881	0	0	25	0
-0.1	15.921683328090657	94.39799131968466	0	0	25	0
-0.1	15.921683328090657	115.54173254070393	0	0	25	0
-0.1	15.921683328090657	141.4213562373095	0	0	25	0
-0.1	15.921683328090657	173.0976294037676	0	0	25	0
-0.1	15.921683328090657	211.86891500973533	0	0	25	0
-0.1	15.921683328090657	259.3243899527689	0	0	25	0
-0.1	15.921683328090657	317.409183037944	0	0	25	0
-0.1	15.921683328090657	388.50410289276914	0	0	25	0
-0.1	15.921683328090657	475.5232237451433	0	0	25	0
-0.1	15.921683328090657	582.0333289591675	0	0	25	0
-0.1	15.921683328090657	712.4001081403561	0	0	25	0
-0.1	15.921683328090657	871.9671002105022	0	0	25	0
-0.1	15.921683328090657	1067.2747170607029	0	0	25	0
-0.1	15.921683328090657	1306.3283252338515	0	0	25	0
-0.1	15.921683328090657	1598.9263739030541	0	0	25	0
-0.1	15.921683328090657	1957.062018620097	0	0	25	0
-0.1	15.921683328090657	2395.4147027895547	0	0	25	0
-0.1	15.921683328090657	2931.9518460565623	0	0	25	0
-0.1	15.921683328090657	3588.6653019135715	0	0	25	0
-0.1	15.921683328090657	4392.472770819839	0	0	25	0
-0.1	15.921683328090657	5376.321116406638	0	0	25	0
-0.1	15.921683328090657	6580.536808046029	0	0	25	0
-0.1	15.921683328090657	8054.478842400569	0	0	25	0
-0.1	15.921683328090657	9858.561894731161	0	0	25	0
-0.1	15.921683328090657	12066.732625903607	0	0	25	0
-0.1	15.921683328090657	14769.500645207127	0	0	25	0
-0.1	15.921683328090657	18077.64836360904	0	0	25	0
-0.1	17.146428199482244	1	0	0	25	0
-0.1	17.146428199482244	1.106338589938541	6.8327189073359875	149.7132	25	0.001497132
-0.1	17.146428199482244	1.3541419226309606	0	0	25	0
-0.1	17.146428199482244	1.6574495035272516	0	0	25	0
-0.1	17.146428199482244	2.0286934558567684	3.5342704103298797	71.4256	25	7.14256e-4
-0.1	17.146428199482244	2.4830905129101035	0	0	25	0
-0.1	17.146428199482244	3.0392657291341303	2.1447472267534624	33.9236	25	3.3923600000000003e-4
-0.1	17.146428199482244	3.720015893203823	1.6296944498893038	18.6404	25	1.86404e-4
-0.1	17.146428199482244	4.5532439342286635	0.9371113416593925	10.088799999999999	25	1.00888e-4
-0.1	17.146428199482244	5.573102621003827	0.8751955971857567	6.5244	25	6.5244e-5
-0.1	17.146428199482244	6.821394432824586	0.6108005675614041	4.0524000000000004	25	4.052400000000001e-5
-0.1	17.146428199482244	8.349284980470902	0.4800539900191783	2.2932	25	2.2932e-5
-0.1	17.146428199482244	10.21940020792074	0.32983998645808044	1.1456	25	1.1456e-5
-0.1	17.146428199482244	12.508393335947712	0.21097057456748164	0.6224	25	6.223999999999999e-6
-0.1	17.146428199482244	15.310086762774377	0.12042086690098681	0.29253333333333326	25	2.9253333333333327e-6
-0.1	17.146428199482244	18.739317703580973	0.06964523194974179	0.1091	25	1.091e-6
-0.1	17.146428199482244	22.936645195870106	0.024560673172099073	0.02968000000000001	25	2.968000000000001e-7
-0.1	17.146428199482244	28.074111403783828	0.0144417732572844	0.008	25	8e-8
-0.1	17.146428199482244	34.362293368603815	0.008714285714285711	0.0024571428571428565	25	2.4571428571428563e-8
-0.1	17.146428199482244	42.058934246120046	0.00225	4.5e-4	25	4.5e-9
-0.1	17.146428199482244	51.479507812354285	6.000000000000001e-4	1.2000000000000002e-4	25	1.2000000000000002e-9
-0.1	17.146428199482244	63.0101492608963	0	0	25	0
-0.1	17.146428199482244	77.12348230585881	0	0	25	0
-0.1	17.146428199482244	94.39799131968466	0	0	25	0
-0.1	17.146428199482244	115.54173254070393	0	0	25	0
-0.1	17.146428199482244	141.4213562373095	0	0	25	0
-0.1	17.146428199482244	173.0976294037676	0	0	25	0
-0.1	17.146428199482244	211.86891500973533	0	0	25	0
-0.1	17.146428199482244	259.3243899527689	0	0	25	0
-0.1	17.146428199482244	317.409183037944	0	0	25	0
-0.1	17.146428199482244	388.50410289276914	0	0	25	0
-0.1	17.146428199482244	475.5232237451433	0	0	25	0
-0.1	17.146428199482244	582.0333289591675	0	0	25	0
